job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,folder,1vsAll_query_types_tail,1vsAll_query_types_relation,1vsAll_query_types_head,emb_e_dim,emb_r_dim,train_type,label_smoothing,train_loss,train_optimizer,train_batch_size,train_lr,train_lr_scheduler,train_lr_scheduler_patience,emb_regularize,emb_regularize_p,emb_e_regularize_weight,emb_r_regularize_weight,emb_regularize_weighted,emb_e_dropout,emb_r_dropout,emb_initialize,emb_initialize_normal_mean,emb_initialize_normal_std,1vsAll_query_weight_head,1vsAll_query_weight_relation,1vsAll_query_weight_tail,fwt_mrr_entity,fwt_hits@1_entity,fwt_hits@3_entity,fwt_hits@10_entity,fwt_mrr_relation,fwt_hits@1_relation,fwt_hits@3_relation,fwt_hits@10_relation,fwt_mrr,fwt_hits@1,fwt_hits@3,fwt_hits@10
40d16f10,wnrr,complex,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test_entity,0.1531731662737671,00001,80eeccba,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,1024,1024,1vsAll,0.0,kl,Adagrad,512,0.0006301665317267179,ReduceLROnPlateau,9,,2,0.518565327860415,0.5770539315417409,1,0.28916372545063496,-0.15614987816661596,normal_,0.0,0.001,1.0,1.0,1.0,0.1531731662737671,0.1150296638101516,0.16842452208305866,0.21736980883322346,0.7783575692928065,0.7056690837178642,0.8094924192485168,0.9321028345418588,0.3615679739857998,0.3119094704460558,0.3821138211382114,0.45561415073610195
40d16f10,wnrr,complex,0,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test_entity,0.12651464352893765,00000,cfc6d36e,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,256,0.5926462348639965,ReduceLROnPlateau,5,lp,1,0.08330223709344864,0.09876348823308945,1,-0.1525338888168335,0.3469153642654419,normal_,0.0,0.001,1.0,1.0,1.0,0.12651464352893765,0.08833223467369808,0.13233355306526037,0.19973632168754119,0.7056732680660843,0.5992089650626236,0.7554383651944627,0.9690177982860909,0.3195674177893595,0.2586244781366733,0.3400351571083279,0.45616348055372447
40d16f10,wnrr,complex,0,search,1vsAll,valid,120,,,,mean_reciprocal_rank_filtered_with_test_entity,0.4755289659896177,00002,752a25e8,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,1024,0.8797797246673145,ReduceLROnPlateau,0,lp,3,0.9317381838336587,0.44395470432937145,1,0.07588661462068558,-0.49131050519645214,normal_,0.0,0.001,1.0,1.0,1.0,0.4755289659896177,0.4363876071193144,0.48846407382992746,0.55273566249176,0.8314777894796473,0.7620303230059327,0.8724456163480553,0.991430454845089,0.5941785201741375,0.5449351790815206,0.6164579213359701,0.6989672599428697
40d16f10,wnrr,complex,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test_entity,0.02054246916296298,00003,d77ac1bc,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,2048,2048,1vsAll,0.0,kl,Adagrad,128,0.4632483382690698,ReduceLROnPlateau,6,lp,2,0.4964235946536064,0.9817865993827581,1,-0.49376831110566854,0.011482694186270237,normal_,0.0,0.001,1.0,1.0,1.0,0.02054246916296298,0.01170072511535926,0.02142386288727752,0.03493737640079103,0.3307953987297606,0.14106789716545812,0.35563612392880684,0.99340804218853,0.12396012241042491,0.05482311579872556,0.13282794990112065,0.3544275983300374
40d16f10,wnrr,complex,0,search,1vsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test_entity,0.47096074405436306,00005,eda50848,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,1024,0.27277489556074147,ReduceLROnPlateau,2,lp,3,0.6699365228414536,0.8265332393348217,1,-0.2816951712593436,0.20315831899642944,normal_,0.0,0.001,1.0,1.0,1.0,0.47096074405436306,0.4388595912986157,0.48417930125247194,0.5321357943309163,0.7987161936851104,0.7241265655899801,0.8299274884640737,0.987475280158207,0.5802125605979455,0.5339485827290705,0.5994286969896726,0.6839156229400132
40d16f10,wnrr,complex,0,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test_entity,0.43795283499248105,00006,ec62d363,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,1024,1024,1vsAll,0.0,kl,Adagrad,512,0.6442262512979098,ReduceLROnPlateau,6,,2,0.7569296061992645,0.19350261893123388,1,-0.06821828056126833,0.4306312380358577,normal_,0.0,0.001,1.0,1.0,1.0,0.43795283499248105,0.4176005273566249,0.4459459459459459,0.4731377719182597,0.7470723242058751,0.6357943309162821,0.8085036255767962,0.9967040210942649,0.540992611084789,0.490331795209844,0.566798505822896,0.6476598549769281
40d16f10,wnrr,complex,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test_entity,0.0015394550919454193,00007,ce38c4cc,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,256,0.20090824618563055,ReduceLROnPlateau,2,lp,1,0.3138100290670991,0.7323034470900893,1,0.4862684849649668,-0.06658700853586197,normal_,0.0,0.001,1.0,1.0,1.0,0.0015394550919454193,0.0008239947264337508,0.0013183915622940012,0.002307185234014502,0.2338311956678477,0.03691496374423203,0.2073170731707317,0.9726433750823994,0.07897003716988711,0.012854317732366513,0.06998461876510657,0.32575258185014283
40d16f10,wnrr,complex,0,search,1vsAll,valid,85,,,,mean_reciprocal_rank_filtered_with_test_entity,0.44187300599713664,00004,81c38dc0,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,2048,2048,1vsAll,0.0,kl,Adagrad,128,0.8222619887460955,ReduceLROnPlateau,9,lp,2,0.22685318533331156,0.3492269851267338,1,0.14489716291427612,-0.2937649982050061,normal_,0.0,0.001,1.0,1.0,1.0,0.44187300599713664,0.4143045484508899,0.44808833223467365,0.49736321687541196,0.796801612969677,0.7172050098879367,0.8401450230718522,0.9802241265655899,0.560182622122885,0.5152713689299055,0.5787738958470666,0.6583168534388046
40d16f10,wnrr,complex,0,search,1vsAll,valid,270,,,,mean_reciprocal_rank_filtered_with_test_entity,0.44178115150688035,00008,08c8de72,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,256,0.9944838577946647,ReduceLROnPlateau,7,,2,0.3870981987565756,0.2978469552472234,1,0.2477440107613802,-0.35707796458154917,normal_,0.0,0.001,1.0,1.0,1.0,0.44178115150688035,0.42139090309822014,0.4492419248516809,0.47956493078444296,0.6597842051154622,0.5224126565589979,0.7191825972313777,0.9970336189848384,0.5144488762771918,0.4550648209184795,0.5392221489782466,0.6520544935179082
40d16f10,wnrr,complex,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test_entity,0.0005348994689468655,00009,13e8e779,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,2048,2048,1vsAll,0.0,kl,Adagrad,512,0.411010145067703,ReduceLROnPlateau,1,lp,1,0.9474358102306724,0.7765949117019773,1,-0.32188328821212053,0.14208173379302025,normal_,0.0,0.001,1.0,1.0,1.0,0.0005348994689468655,0.00016479894528675015,0.00016479894528675015,0.0006591957811470006,0.24695463941218276,0.06229400131839156,0.2280817402768622,0.8978246539222148,0.0826748148264976,0.020874533069655022,0.07613711272247858,0.2997143484948363
40d16f10,wnrr,complex,0,search,1vsAll,valid,305,,,,mean_reciprocal_rank_filtered_with_test_entity,0.23474797026924027,00010,f5777074,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,1024,0.5316216633645817,ReduceLROnPlateau,8,lp,2,0.5968924453482032,0.14380080066621304,1,-0.04316884931176901,0.49366007652133703,normal_,0.0,0.001,1.0,1.0,1.0,0.23474797026924027,0.1755108767303889,0.2544495715227422,0.3510217534607778,0.7508216611476186,0.648319050758075,0.8002636783124587,0.989452867501648,0.4067725338953664,0.3331136014062843,0.43638760711931446,0.5638321248077346
40d16f10,wnrr,complex,0,search,1vsAll,valid,255,,,,mean_reciprocal_rank_filtered_with_test_entity,0.4794868765964898,00012,e00635b8,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,1024,1024,1vsAll,0.0,kl,Adagrad,128,0.731609793827869,ReduceLROnPlateau,0,lp,3,0.29822691436856985,0.04714694246649742,1,-0.24010707344859838,0.28348023258149624,normal_,0.0,0.001,1.0,1.0,1.0,0.4794868765964898,0.4410019775873434,0.4919248516809492,0.5555372445616348,0.8364158031888596,0.7709294660514172,0.8701384311140408,0.987475280158207,0.5984632391061031,0.550977807075368,0.6179960448253131,0.6995165897604922
40d16f10,wnrr,complex,0,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test_entity,0.006202560077785424,00013,1968cd0b,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,1024,0.17602103283097967,ReduceLROnPlateau,6,lp,2,0.8663845341652632,0.52686383202672,1,0.31441494822502136,-0.21734862308949232,normal_,0.0,0.001,1.0,1.0,1.0,0.006202560077785424,0.0037903757415952534,0.005108767303889255,0.01153592617007251,0.30446112273787695,0.04218852999340804,0.3127883981542518,0.995385629531971,0.10562207551611252,0.016589760492199516,0.10766864425401011,0.33948582729070537
40d16f10,wnrr,complex,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test_entity,0.003671494611565345,00014,7476f780,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,2048,2048,1vsAll,0.0,kl,Adagrad,512,0.8042088390083983,ReduceLROnPlateau,4,lp,1,0.7170061003416777,0.394504657946527,1,0.03550075925886631,-0.4281596262007952,normal_,0.0,0.001,1.0,1.0,1.0,0.003671494611565345,0.002142386288727752,0.003460777851021753,0.006262359920896506,0.26034628378378377,0.07053394858272906,0.2409360580092287,0.9551746868820039,0.08922975054417985,0.024939573720061527,0.08261920457042408,0.32256646890793234
40d16f10,wnrr,complex,0,search,1vsAll,valid,345,,,,mean_reciprocal_rank_filtered_with_test_entity,0.4534419241435605,00015,1faf6ce5,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,256,0.3533247319943272,ReduceLROnPlateau,10,,2,0.14889997895807028,0.9299182882532477,1,-0.3910563187673688,0.07296558190137148,normal_,0.0,0.001,1.0,1.0,1.0,0.4534419241435605,0.43127883981542514,0.46044825313117993,0.496704021094265,0.81286605000103,0.7231377719182597,0.8688200395517468,0.9996704021094264,0.5732498588050703,0.5285651505163701,0.5965721819380356,0.6643594814326522
40d16f10,wnrr,complex,0,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test_entity,0.46793670754882166,00011,36421fd1,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,1024,1024,1vsAll,0.0,kl,Adagrad,128,0.12412078688917681,ReduceLROnPlateau,3,lp,3,0.036591073498129845,0.680198622867465,1,0.3985563889145851,-0.005226161330938339,normal_,0.0,0.001,1.0,1.0,1.0,0.46793670754882166,0.43325642715886614,0.4808833223467369,0.536914963744232,0.821849040947388,0.7560975609756097,0.8526697429136453,0.987475280158207,0.5859074585255988,0.5408701384311141,0.6048121292023731,0.6871017358822237
40d16f10,wnrr,complex,0,search,1vsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test_entity,0.4734217845537039,00017,078d94f5,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/WRNN/wnrr-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,512,0.32040815106658266,ReduceLROnPlateau,8,lp,3,0.25878590159118176,0.07750315871089697,1,-0.4142274595797062,-0.3363359645009041,normal_,0.0,0.001,1.0,1.0,1.0,0.4734217845537039,0.43852999340804216,0.48220171390903094,0.545484508899143,0.8228347768261783,0.7498352010547132,0.8625576796308503,0.9911008569545154,0.589892781977862,0.5422983959569325,0.6089870358163041,0.6940232915842672
