job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,folder,1vsAll_query_types_tail,1vsAll_query_types_relation,1vsAll_query_types_head,emb_e_dim,emb_r_dim,train_type,label_smoothing,train_loss,train_optimizer,train_batch_size,train_lr,train_lr_scheduler,train_lr_scheduler_patience,emb_regularize,emb_regularize_p,emb_e_regularize_weight,emb_r_regularize_weight,emb_regularize_weighted,emb_e_dropout,emb_r_dropout,emb_initialize,emb_initialize_normal_mean,emb_initialize_normal_std,1vsAll_query_weight_head,1vsAll_query_weight_relation,1vsAll_query_weight_tail,akbc_factor,fwt_mrr_entity,fwt_hits@1_entity,fwt_hits@3_entity,fwt_hits@10_entity,fwt_mrr_relation,fwt_hits@1_relation,fwt_hits@3_relation,fwt_hits@10_relation,fwt_mrr,fwt_hits@1,fwt_hits@3,fwt_hits@10
0a833f01,fb15k-237,complex,1,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test_entity,0.025195535268748216,00002,e7ba4dc2,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,1024,0.0015033794413517453,ReduceLROnPlateau,1,lp,2,0.00308566200491048,2.2801075510515673e-10,1,0.3453393913805485,0.4618705604225397,uniform_,0.0,0.0007817404879090196,1.0,1.0,1.0,0,0.025195535268748216,0.017137154262902764,0.028542914171656684,0.03669803250641574,0.06646074480503279,0.046136298830909604,0.06318790989449671,0.09255774165953806,0.038950609755191996,0.026803535785571715,0.04009124607927003,0.05531793555745652
0a833f01,fb15k-237,complex,0,search,1vsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3085481659448959,00007,12e10184,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,256,0.017008336196824465,ReduceLROnPlateau,8,,2,3.152616168974095e-13,2.0266286790449166e-06,1,-0.38827498350292444,0.0862869331613183,normal_,0.0,2.9891400669516905e-05,1.0,1.0,1.0,0,0.3085481659448959,0.2244083262047334,0.3375534644995723,0.47684630738522954,0.7988356991374395,0.7223838038209296,0.8407755916737952,0.9778728257770174,0.4719773251116814,0.3904001520767988,0.5052941735576466,0.6438551468491588
0a833f01,fb15k-237,complex,1,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3157633672387368,00010,f4bd4db2,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adam,512,0.006674944455334591,ReduceLROnPlateau,6,,2,2.910414656141246e-15,4.212841341761106e-16,0,-0.37245259433984756,-0.4850205257534981,xavier_normal_,0.0,0.004962322677741091,1.0,1.0,1.0,0,0.3157633672387368,0.22936983176504133,0.3446250356429997,0.48953521528371824,0.3399037583315512,0.20062731679498147,0.35876817792985455,0.6890219560878243,0.32381019211576845,0.21978899344168806,0.34933941640528465,0.5560307955517536
0a833f01,fb15k-237,complex,1,search,1vsAll,valid,140,,,,mean_reciprocal_rank_filtered_with_test_entity,0.18825934904744082,00001,ea730b6a,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adam,256,0.10694061627592617,ReduceLROnPlateau,3,,2,2.9741600164553485e-07,2.4420721959080016e-19,0,0.15627537108957767,-0.4335428597405553,normal_,0.0,5.8150000637593674e-05,1.0,1.0,1.0,0,0.18825934904744082,0.13781009409751924,0.2018249215854006,0.2858568577131451,0.06059062121293128,0.03341887653264899,0.05446250356429997,0.08594240091246079,0.145703125,0.10301302157589583,0.15270411557836708,0.21921870544625036
0a833f01,fb15k-237,complex,0,search,1vsAll,valid,175,,,,mean_reciprocal_rank_filtered_with_test_entity,0.11137818531463858,00004,95baaeff,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,128,128,1vsAll,0.0,kl,Adam,1024,0.7004215003904105,ReduceLROnPlateau,7,lp,2,2.4519416269854785e-16,4.7772065902411086e-14,0,-0.07440933492034674,-0.057974494993686676,uniform_,0.0,0.0007353885710208998,1.0,1.0,1.0,0,0.11137818531463858,0.06632449386940405,0.12021670943826632,0.19555175363558597,0.06575628736945752,0.010892500712859994,0.03307670373538637,0.14399771884801824,0.09617088367907044,0.0478471628172227,0.09117004087063968,0.1783670753730634
0a833f01,fb15k-237,complex,0,search,1vsAll,valid,145,,,,mean_reciprocal_rank_filtered_with_test_entity,0.13720910578396778,00003,bba31688,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adam,128,0.31922136935651213,ReduceLROnPlateau,6,lp,3,1.8000763091844014e-20,8.075656806547509e-13,0,-0.2158663235604763,-0.15783919394016266,xavier_normal_,0.0,0.017633066613407942,1.0,1.0,1.0,0,0.13720910578396778,0.08366124893071,0.14793270601653835,0.242571998859424,0.06000965424062589,0.01009409751924722,0.030681494154548045,0.12209865982321072,0.11147595062850489,0.05913886512688908,0.10884896872920825,0.20241421918068625
0a833f01,fb15k-237,complex,1,search,1vsAll,valid,260,,,,mean_reciprocal_rank_filtered_with_test_entity,0.24253730262688908,00006,81bb70a5,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adam,512,0.03508398888811457,ReduceLROnPlateau,5,lp,1,3.380399238471697e-10,3.209626999309254e-18,0,0.04807801451534033,-0.2822860823944211,xavier_normal_,0.0,0.22180695017280824,1.0,1.0,1.0,0,0.24253730262688908,0.17011690903906473,0.2631308810949529,0.38993441688052466,0.068285749928714,0.038893641288850866,0.05172512118619903,0.0743085258055318,0.18445347029155973,0.12637581978899345,0.19266229445870164,0.2847257865221937
0a833f01,fb15k-237,complex,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test_entity,0.22762200208957087,00008,ad076436,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,128,128,1vsAll,0.0,kl,Adam,1024,0.0003344311802780309,ReduceLROnPlateau,3,lp,3,0.09029897384942935,1.6943318972517308e-15,0,0.250421991571784,-0.2294732378795743,uniform_,0.0,1.6468546315812527e-05,1.0,1.0,1.0,0,0.22762200208957087,0.15930995152552038,0.24918733960650127,0.3593384659252923,0.8648842939121757,0.8228115198175078,0.8885657256914742,0.9410322212717422,0.44004279387653267,0.3804771409561829,0.4623134683014923,0.5532363843741089
0a833f01,fb15k-237,complex,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test_entity,0.2596241111526946,00000,705fff75,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,128,128,1vsAll,0.0,kl,Adagrad,512,0.0038263341389451326,ReduceLROnPlateau,10,lp,1,8.497092712317215e-14,0.012227634287835265,1,-0.27799247205257416,0.19008886814117432,xavier_normal_,0.0,0.2594381804418265,1.0,1.0,1.0,0,0.2596241111526946,0.18936412888508697,0.28337610493299115,0.3958368976333048,0.8544852816688052,0.8055888223552894,0.8865697177074422,0.942571998859424,0.4579111494273358,0.39477236004182115,0.4844406425244749,0.5780819313753446
0a833f01,fb15k-237,complex,1,search,1vsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3321654124786142,00013,ae2f4eae,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adam,256,0.003651106196381687,ReduceLROnPlateau,8,lp,1,2.7890783911266283e-12,9.578205156933683e-20,0,-0.4808113006874919,-0.35383622348308563,normal_,0.0,0.0018133638747366413,1.0,1.0,1.0,0,0.3321654124786142,0.24260051325919588,0.363615625891075,0.515084117479327,0.33411402641146276,0.19543769603649844,0.35106928999144565,0.6946107784431137,0.3328149875843551,0.2268795741849634,0.3594335139245319,0.5749263378005893
