job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,folder,1vsAll_query_types_tail,1vsAll_query_types_relation,1vsAll_query_types_head,emb_e_dim,emb_r_dim,train_type,label_smoothing,train_loss,train_optimizer,train_batch_size,train_lr,train_lr_scheduler,train_lr_scheduler_patience,emb_regularize,emb_regularize_p,emb_e_regularize_weight,emb_r_regularize_weight,emb_regularize_weighted,emb_e_dropout,emb_r_dropout,emb_initialize,emb_initialize_normal_mean,emb_initialize_normal_std,1vsAll_query_weight_head,1vsAll_query_weight_relation,1vsAll_query_weight_tail,akbc_factor,fwt_mrr_entity,fwt_hits@1_entity,fwt_hits@3_entity,fwt_hits@10_entity,fwt_mrr_relation,fwt_hits@1_relation,fwt_hits@3_relation,fwt_hits@10_relation,fwt_mrr,fwt_hits@1,fwt_hits@3,fwt_hits@10
0a833f01,fb15k-237,complex,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3519228562963359,9,58198b37,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,128,0.5023877199659941,ReduceLROnPlateau,9,lp,2,5.739933905238503e-19,2.6775860216050963e-08,1,-0.1843346152454614,0.3942223796620965,xavier_normal_,0.0,0.1046077899785961,1.0,1.0,1.0,0,0.3519228562963359,0.2635015682919874,0.3846022241231822,0.527487881380097,0.2178897227865697,0.0980895352152837,0.1729683490162532,0.5809523809523809,0.3072451636904761,0.2083642239330862,0.3140575990875392,0.5453093812375249
be934361,fb15k-237,complex,0,search,1vsAll,valid,260,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3500832876657399,19,a554db9e,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity-relation,1,1,1,512,512,1vsAll,0.0,kl,Adam,256,0.0008425638908237,ReduceLROnPlateau,10,lp,2,2.51940379819148e-15,6.988763069147454e-15,1,0.0920255361124873,0.3962555397301912,xavier_normal_,0.0,0.0340247464284483,1.0,1.3730210962286218,1.0,0,0.3500832876657399,0.2602509267179926,0.3843170801254633,0.5289136013686911,0.9539363237810096,0.9357855717137152,0.9685771314513828,0.9828913601368692,0.5513676516015588,0.4854291417165668,0.5790704305674366,0.6802395209580838
9c408699,fb15k-237,complex,0,search,,valid,260,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3500832876657399,19,a554db9e,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-entity-relation,1,1,1,512,512,1vsAll,0.0,kl,Adam,256,0.0008425638908237,ReduceLROnPlateau,10,lp,2,2.51940379819148e-15,6.988763069147454e-15,1,0.0920255361124873,0.3962555397301912,xavier_normal_,0.0,0.0340247464284483,1.0,1.3730210962286218,1.0,0,0.3500832876657399,0.2602509267179926,0.3843170801254633,0.5289136013686911,0.9539363237810096,0.9357855717137152,0.9685771314513828,0.9828913601368692,0.5513676516015588,0.4854291417165668,0.5790704305674366,0.6802395209580838
411d506d,fb15k-237,complex,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test_entity,0.2365809675292272,12,1e65810b,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-ER-relation,0,1,0,256,256,1vsAll,0.0,kl,Adagrad,512,0.0614461032890558,ReduceLROnPlateau,0,,2,2.3149801489744568e-09,0.0034167400572274,1,0.0790611179545521,0.0185548458248376,xavier_normal_,0.0,0.0350253647900274,1.0,1.0,1.0,0,0.2365809675292272,0.1665526090675791,0.2558882235528942,0.3789278585685771,0.9723992862489308,0.9555745651554034,0.9888793840889648,0.9956658112346736,0.4818537404357951,0.4295599277635206,0.5002186103982511,0.5845071761239427
b146610e,fb15k-237,complex,0,search,1vsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.5214991891217565,19,9386dd0d,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-hybrid-entity,1,0,1,256,256,1vsAll,0.0,kl,Adam,256,0.0005020024540395,ReduceLROnPlateau,10,lp,2,2.0500680820648337e-15,1.6351197898604593e-13,1,0.1541860159486532,0.4307555742561817,xavier_normal_,0.0,0.0547683825115909,1.0,1.0,1.0,0,0.3352713657506416,0.247761619617907,0.3654975762760193,0.5144853150841174,0.8939548915561734,0.8574280011405759,0.91679498146564,0.9670943826632448,0.5214991891217565,0.45098374679213,0.549263378005893,0.66535500427716
d41c5f46,fb15k-237,complex,0,search,1vsAll,valid,235,,,,mean_reciprocal_rank_filtered_with_test,0.5536245589178785,20,c25023e0,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-hybrid-entity-relation,1,1,1,256,256,1vsAll,0.0,kl,Adam,512,0.0008007784844643,ReduceLROnPlateau,9,,2,8.675156461344362e-12,5.525429286098523e-13,1,0.2463379725813865,0.2814880339428782,normal_,0.0,1.4087762845303692e-05,1.0,3.460459345523268,1.0,0,0.3462426430620901,0.2580838323353293,0.3762475049900199,0.5233532934131736,0.9683885577060164,0.952723125178215,0.98169375534645,0.9923581408611348,0.5536245589178785,0.4896302632829579,0.5780629217754967,0.679688242562494
f8060016,fb15k-237,complex,0,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.4843614853626081,12,baebe537,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-hybrid-relation,0,1,0,256,256,1vsAll,0.0,kl,Adagrad,512,0.0614461032890558,ReduceLROnPlateau,0,,2,2.3149801489744568e-09,0.0034167400572274,1,0.0790611179545521,0.0185548458248376,xavier_normal_,0.0,0.0350253647900274,1.0,1.0,1.0,0,0.2396595759374108,0.1708582834331337,0.2584830339321357,0.3796407185628742,0.9737654155973768,0.958426005132592,0.9884801824921584,0.9953806672369546,0.4843614853626081,0.4333808573329532,0.5018154167854767,0.584887368120901
319c4713,fb15k-237,complex,0,search,1vsAll,valid,145,,,,mean_reciprocal_rank_filtered_with_test_relation,0.9294232405724264,27,072dbe04,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-RP-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,128,0.002509945900994,ReduceLROnPlateau,3,,2,0.0011104600484091,6.373118556578366e-05,0,-0.1261229570955038,-0.391885245218873,xavier_uniform_,0.0,0.0004677771993262,1.0,1.0,1.0,0,0.309408805157542,0.2277730253778158,0.3373253493013972,0.4723125178214998,0.9294232405724264,0.9052181351582548,0.947020245223838,0.9747932706016538,0.5160802650651078,0.4535880619712955,0.5405569812755442,0.6398061020815512
ec3663a7,fb15k-237,complex,0,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test_relation,0.9734432919874536,20,666e5be4,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-RP-entity-relation,1,1,1,256,256,1vsAll,0.0,kl,Adam,512,0.0008007784844643,ReduceLROnPlateau,9,,2,8.675156461344362e-12,5.525429286098523e-13,1,0.2463379725813865,0.2814880339428782,normal_,0.0,1.4087762845303692e-05,1.0,3.460459345523268,1.0,0,0.3202180738968491,0.2359566581123467,0.3488736812090105,0.4887938408896493,0.9734432919874536,0.9577416595380668,0.9880239520958084,0.9952095808383232,0.5379597946963216,0.4765516585875867,0.5619237715046098,0.6575990875392073
3a91092a,fb15k-237,complex,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test_relation,0.9776450447319648,19,cbb6f216,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp.v2/ComplEx/FB237/fb15k-237-complex-1vsAll-kl-RP-relation,0,1,0,256,256,1vsAll,0.0,kl,Adam,256,0.0005020024540395,ReduceLROnPlateau,10,lp,2,2.0500680820648337e-15,1.6351197898604593e-13,1,0.1541860159486532,0.4307555742561817,xavier_normal_,0.0,0.0547683825115909,1.0,1.0,1.0,0,0.178753458484816,0.1211576846307385,0.1856002281151981,0.2962360992301112,0.9776450447319648,0.9629312802965496,0.9922440832620472,0.9976618192187054,0.4450506353364699,0.4017488831860089,0.4544815131641479,0.5300446725596426
