job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,folder,1vsAll_query_types_tail,1vsAll_query_types_relation,1vsAll_query_types_head,emb_e_dim,emb_r_dim,train_type,label_smoothing,train_loss,train_optimizer,train_batch_size,train_lr,train_lr_scheduler,train_lr_scheduler_patience,emb_regularize,emb_regularize_p,emb_e_regularize_weight,emb_r_regularize_weight,emb_regularize_weighted,emb_e_dropout,emb_r_dropout,emb_initialize,emb_initialize_normal_mean,emb_initialize_normal_std,1vsAll_query_weight_head,1vsAll_query_weight_relation,1vsAll_query_weight_tail,akbc_factor,fwt_mrr_entity,fwt_hits@1_entity,fwt_hits@3_entity,fwt_hits@10_entity,fwt_mrr_relation,fwt_hits@1_relation,fwt_hits@3_relation,fwt_hits@10_relation,fwt_mrr,fwt_hits@1,fwt_hits@3,fwt_hits@10
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,170,,,,mean_reciprocal_rank_filtered_with_test_entity,0.2923595888579983,00000,63291371,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,256,0.5926462348639965,ReduceLROnPlateau,5,lp,1,0.08330223709344864,0.09876348823308945,1,-0.1525338888168335,0.3469153642654419,normal_,0.0,0.001,1.0,1.0,1.0,0,0.2923595888579983,0.21223267750213856,0.3198175078414599,0.45055603079555173,0.7713489872932706,0.676475620188195,0.8363273453093812,0.9401197604790419,0.45202274023381805,0.3669803250641574,0.4919874536641004,0.6137439406900485
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,380,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3415108677733818,00002,1d71c013,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,1024,0.8797797246673145,ReduceLROnPlateau,0,lp,3,0.9317381838336587,0.44395470432937145,1,0.07588661462068558,-0.49131050519645214,normal_,0.0,0.001,1.0,1.0,1.0,0,0.3415108677733818,0.25434844596521244,0.37208440262332476,0.5176504134587967,0.9195796465105504,0.8857142857142857,0.9462218420302252,0.9792415169660679,0.5342005720701454,0.4648037258815702,0.5634635490922916,0.6715141146278871
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test_entity,0.24586933833226404,00001,26972ac7,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,1024,1024,1vsAll,0.0,kl,Adagrad,512,0.0006301665317267179,ReduceLROnPlateau,9,,2,0.518565327860415,0.5770539315417409,1,0.28916372545063496,-0.15614987816661596,normal_,0.0,0.001,1.0,1.0,1.0,0,0.24586933833226404,0.1786142001710864,0.26849158825206726,0.3746221842030225,0.8983535161819218,0.8632449386940405,0.9249500998003992,0.9563729683490162,0.46336408284621233,0.40682444634540443,0.48731109210151125,0.5685391122516871
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test_entity,0.13224640284163816,00003,4b8fe974,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,2048,2048,1vsAll,0.0,kl,Adagrad,128,0.4632483382690698,ReduceLROnPlateau,6,lp,2,0.4964235946536064,0.9817865993827581,1,-0.49376831110566854,0.011482694186270237,normal_,0.0,0.001,1.0,1.0,1.0,0,0.13224640284163816,0.0793555745651554,0.14419731964642143,0.2335614485315084,0.2605247930478329,0.1101226119190191,0.27065868263473053,0.671514114627887,0.17500586624370307,0.08961125368310997,0.18635110730919113,0.37954567056363464
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,325,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3415482929230824,00005,b83aa32e,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,1024,0.27277489556074147,ReduceLROnPlateau,2,lp,3,0.6699365228414536,0.8265332393348217,1,-0.2816951712593436,0.20315831899642944,normal_,0.0,0.001,1.0,1.0,1.0,0,0.3415482929230824,0.25406330196749355,0.3723125178214998,0.5167379526660963,0.920745061216852,0.888109495295124,0.9465640148274879,0.9779298545765611,0.5346138823543389,0.46541203307670376,0.5637296834901625,0.6704685866362513
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test_entity,0.00024479634067697473,00007,94e2f100,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,256,0.20090824618563055,ReduceLROnPlateau,2,lp,1,0.3138100290670991,0.7323034470900893,1,0.4862684849649668,-0.06658700853586197,normal_,0.0,0.001,1.0,1.0,1.0,0,0.00024479634067697473,5.70287995437696e-05,5.70287995437696e-05,0.0001140575990875392,0.011028801249342832,0.0020530367835757055,0.00285143997718848,0.0038209295694325634,0.003839465205563575,0.0007223647942210817,0.0009884991920920065,0.0013496815892025474
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,295,,,,mean_reciprocal_rank_filtered_with_test_entity,0.35483803598160824,00006,7075c122,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,1024,1024,1vsAll,0.0,kl,Adagrad,512,0.6442262512979098,ReduceLROnPlateau,6,,2,0.7569296061992645,0.19350261893123388,1,-0.06821828056126833,0.4306312380358577,normal_,0.0,0.001,1.0,1.0,1.0,0,0.35483803598160824,0.26444254348445967,0.39141716566866264,0.5345594525235243,0.6421227856786427,0.4525805531793556,0.7969204448246364,0.9743370402053037,0.45059961921395303,0.3271552133827583,0.5265849253873206,0.6811519817507842
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,300,,,,mean_reciprocal_rank_filtered_with_test_entity,0.3347368878314799,00008,9936b9e5,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,256,256,1vsAll,0.0,kl,Adagrad,256,0.9944838577946647,ReduceLROnPlateau,7,,2,0.3870981987565756,0.2978469552472234,1,0.2477440107613802,-0.35707796458154917,normal_,0.0,0.001,1.0,1.0,1.0,0,0.3347368878314799,0.24895922440832619,0.3641573994867408,0.5072711719418306,0.0875497122384695,0.0018249215854006272,0.01608212147134303,0.29027658967778724,0.2523411510312708,0.16658112346735102,0.24813230681494156,0.43493964452048284
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test_entity,0.0025841300970881895,00009,ca315bdf,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,2048,2048,1vsAll,0.0,kl,Adagrad,512,0.411010145067703,ReduceLROnPlateau,1,lp,1,0.9474358102306724,0.7765949117019773,1,-0.32188328821212053,0.14208173379302025,normal_,0.0,0.001,1.0,1.0,1.0,0,0.0025841300970881895,0.0021100655831194754,0.0025092671799258623,0.002879954376960365,0.012870490533998967,0.0009694895922440832,0.004676361562589108,0.009694895922440832,0.0060129171994552566,0.0017298735861610113,0.003231631974146944,0.005151601558787188
94fe1ca6,fb15k-237,complex,0,search,1vsAll,valid,255,,,,mean_reciprocal_rank_filtered_with_test_entity,0.24776273346164812,00010,09c35590,/work/dhuynh/Workspaces/Thesis/kge/local/experiments/full_search_hybrid_er_rp/ComplEx/FB15K-237/ER/fb15k-237-complex-1vsAll-kl-ER-entity,1,0,1,512,512,1vsAll,0.0,kl,Adagrad,1024,0.5316216633645817,ReduceLROnPlateau,8,lp,2,0.5968924453482032,0.14380080066621304,1,-0.04316884931176901,0.49366007652133703,normal_,0.0,0.001,1.0,1.0,1.0,0,0.24776273346164812,0.1780153977758768,0.2708297690333618,0.38112346735101227,0.7585348833582835,0.6539492443684061,0.8236099230111206,0.9615055603079555,0.4180201353245889,0.3366600133067199,0.45508982035928147,0.5745841650033267
